COMPNOS,NatureCode,Location
120445566,ROBRPT,"(0.0, 0.0)"
120433138,BEMVRT,"(42.26916347, -71.10153123)"
120433558,HITRUN,"(42.37834634, -71.05394956)"
120446016,LARCRT,"(42.34969134, -71.06520956)"
120434992,PDRPT ,"(42.37475634, -71.06381456)"
120432720,IVPER ,"(42.28583636, -71.06933956)"
120433784,FIGHT ,"(42.29671933, -71.07621046)"
120432783,IVPREM,"(42.35243134, -71.06577456)"
120432771,IVPER ,"(42.33520135, -71.05702456)"
120432778,TSTOP ,"(42.27862136, -71.15957453)"
120432792,REQP  ,"(42.34969134, -71.06520956)"
120432803,TSTOP ,"(42.28418782, -71.07156968)"
120432808,FIGHT ,"(42.36394634, -71.05943956)"
120432812,VANIP ,"(42.34254135, -71.09808455)"
120432825,ARREST,"(42.29754027, -71.08180962)"
120433921,INVEST,"(42.35542134, -71.07240456)"
120432764,BERPT ,"(42.36028259, -71.06362866)"
120433740,LSTPRP,"(42.36146134, -71.07062456)"
120432875,IVPREM,"(42.30305136, -71.06815957)"
120432866,ABIP  ,"(42.34879135, -71.13802954)"
120432888,IVPREM,"(42.27656151, -71.08227989)"
120432911,HITRUN,"(42.33151135, -71.07083456)"
120432916,AOD   ,"(42.35003635, -71.10589955)"
120432938,IVPREM,"(42.30336136, -71.07139956)"
120432962,MVAINJ,"(42.28145637, -71.07757457)"
120432969,REQP  ,"(42.30675215, -71.06028047)"
120433281,BEMVRT,"(42.35200536, -71.05937665)"
120432994,IVPREM,"(42.32723569, -71.08059616)"
120433011,ABRPT ,"(42.33232193, -71.10166967)"
120433015,FDPROP,"(42.35212135, -71.12489954)"
120443063,ROBRPT,"(42.37712134, -71.03917957)"
120433029,REQP  ,"(42.37901634, -71.03921957)"
120433047,TSTOP ,"(42.27218137, -71.06802957)"
120433049,IVPER ,"(42.34878635, -71.09540455)"
120433064,IVPER ,"(42.37841134, -71.03471957)"
120433065,MVBLDR,"(42.29095636, -71.07590956)"
120433097,INVEST,"(42.34630135, -71.06312957)"
120434790,INJOFF,"(42.32952424, -71.08529811)"
120433080,ABIP  ,"(42.36240114, -71.06941954)"
120434826,STOLMV,"(42.32723569, -71.08059616)"
120434004,LARCRT,"(42.35738574, -71.15083854)"
120433165,LARCRT,"(42.34386134, -71.06599456)"
120433230,ILLPRK,"(42.30455919, -71.11776261)"
120433199,LSTPRP,"(42.34910135, -71.15574953)"
120433394,BERPT ,"(42.28986314, -71.08538741)"
120433121,REMOVE,"(42.34785634, -71.06297956)"
120433175,CD11  ,"(42.27729637, -71.09481454)"
120433188,ARREST,"(42.31986599, -71.0797171)"
120433364,LARCRT,"(42.3058436, -71.10681087)"
120433195,TSTOP ,"(42.33167135, -71.06798957)"
120433216,ARREST,"(42.36126135, -71.06374956)"
120433212,MVAINJ,"(42.30020938, -71.08098959)"
120433213,ARREST,"(42.31415136, -71.05848956)"
120433219,IVPER ,"(0.0, 0.0)"
120472269,LARCRT,"(42.27963636, -71.07001456)"
120433782,IVPER ,"(42.28418838, -71.12478779)"
120554701,LARCRT,"(42.25383675, -71.13247951)"
120569180,LARCRT,"(42.26649136, -71.11656955)"
120433381,IVPER ,"(42.33162389, -71.07398846)"
120433225,AOD   ,"(42.29874135, -71.06012957)"
120433236,FDPROP,"(42.35003135, -71.08910956)"
120433247,SDNDTH,"(42.37400634, -71.05887956)"
120433244,INVEST,"(42.26169419, -71.15655463)"
120433487,MVARPT,"(42.37664634, -71.05591956)"
120433277,TRANSP,"(42.33325635, -71.07289955)"
120451795,THREAT,"(42.33297171, -71.02655132)"
120433494,HITRUN,"(42.27218137, -71.06802957)"
120439929,LSTPRP,"(42.35723635, -71.14701453)"
120433279,ARREST,"(42.35035635, -71.07631956)"
120433318,IVMV  ,"(42.36702134, -71.05424456)"
120435779,BERPT ,"(42.27684157, -71.09523462)"
120435428,BERPT ,"(42.33696135, -71.05500956)"
120433341,MVA   ,"(42.33474135, -71.08460956)"
120433407,MVPED2,"(42.35123135, -71.05617957)"
120437490,LSTPRP,"(42.33326635, -71.08299956)"
120438205,LSTPRP,"(0.0, 0.0)"
120433448,CRIP  ,"(42.31947158, -71.097081)"
120433453,UNK   ,"(42.31440662, -71.09922659)"
120433426,MVAINJ,"(42.35034135, -71.14780954)"
120433474,PDRPT ,"(42.39092024, -71.00806477)"
120447469,MISPER,"(42.32917135, -71.08723955)"
120449460,HITRUN,"(42.33639135, -71.04159957)"
120619681,LARCRT,"(42.35302135, -71.13884953)"
120435227,STOLMV,"(42.32192837, -71.09771804)"
120442120,IVPER ,"(0.0, 0.0)"
120444731,LARCRT,"(0.0, 0.0)"
120442848,LARCRT,"(42.35441135, -71.15820953)"
120433608,THREAT,"(42.33445703, -71.08651662)"
120433577,MEET  ,"(42.32549135, -71.06574955)"
120433507,BEIP  ,"(42.32192635, -71.09227955)"
120433496,REQPE ,"(42.35287135, -71.13928954)"
120433511,THREAT,"(42.31256657, -71.07289501)"
120433514,IVPREM,"(42.28165136, -71.13729954)"
120434576,VANRPT,"(42.37151134, -71.04151457)"
120433423,DISTRB,"(42.28693136, -71.12889954)"
120433529,ROBRPT,"(42.30675215, -71.06028047)"
120433533,VANRPT,"(42.31959135, -71.06048456)"
120433586,SSTOP ,"(42.3289804, -71.07839392)"
120433567,ABRPT ,"(42.32669135, -71.08685955)"
120433735,IVPER ,"(0.0, 0.0)"
120436375,BERPTA,"(42.29527599, -71.06773809)"
120433759,LARCRT,"(42.35505634, -71.06084456)"
120433605,ABRPT ,"(42.37461134, -71.03985957)"
120438689,LARCRT,"(42.35505634, -71.06084456)"
120433505,ILLPRK,"(42.29754136, -71.05973457)"
120433401,IVPREM,"(42.34376722, -71.16924608)"
120433662,MVANO ,"(42.33553635, -71.07571955)"
120433867,HITRUN,"(42.31167135, -71.05750956)"
120464298,INVEST,"(42.32787135, -71.05306457)"
120433666,THREAT,"(42.36763134, -71.06576456)"
120433688,FDPROP,"(42.28486136, -71.09132455)"
120433700,MVAINJ,"(42.34663135, -71.10508955)"
120433703,ASSTPO,"(42.2896922, -71.12255813)"
120433669,MISPER,"(42.33867135, -71.07141956)"
120433724,ABRPT ,"(42.33403135, -71.08903955)"
120433910,LARCRT,"(42.38674064, -71.00911415)"
120442730,ABRPT ,"(42.33551635, -71.07824956)"
120432973,IVPREM,"(42.32260659, -71.06980213)"
120433780,LMUSIC,"(42.26731136, -71.10996455)"
120434083,LSTPRP,"(42.36146134, -71.07062456)"
120493642,HARPT ,"(42.37857134, -71.06141456)"
120433811,MVPED1,"(42.29708135, -71.08716956)"
120433814,ABDWIP,"(42.31834044, -71.07743818)"
120433888,UNK   ,"(42.36674134, -71.05089456)"
120434023,IVDRUG,"(42.29754136, -71.05973457)"
120436342,BEMVRT,"(42.3325566, -71.11109868)"
120434424,LARCRT,"(42.35505634, -71.06084456)"
120435932,HARPT ,"(42.28248136, -71.06370457)"
120475832,IVPER ,"(42.28135128, -71.05677546)"
120433924,HITRUN,"(42.33686635, -71.03746457)"
120433878,EDP2  ,"(42.31691026, -71.06993692)"
120433951,TSTOP ,"(42.26858136, -71.09573955)"
120433953,ARREST,"(42.33279135, -71.09640955)"
120445289,LARCRT,"(42.2936755, -71.11400697)"
120434250,BERPT ,"(42.33694238, -71.14959835)"
120435454,BEMVRT,"(42.35507135, -71.07388456)"
120433990,SHOTS ,"(42.32041135, -71.06945957)"
120473682,LARCRT,"(42.33677135, -71.09810455)"
120433996,MVPED2,"(42.31328136, -71.09513955)"
120434046,NIDV  ,"(42.33551635, -71.07824956)"
120434093,IVPER ,"(0.0, 0.0)"
120434052,LARCIP,"(42.35272634, -71.06257456)"
120434735,BERPT ,"(42.29539062, -71.06778894)"
120434255,HITRUN,"(0.0, 0.0)"
120434081,PERGUN,"(42.37923634, -71.03799957)"
120444741,VANRPT,"(42.34913135, -71.08769455)"
120435581,LARCRT,"(42.28846136, -71.08256956)"
120434090,MVANO ,"(42.31676135, -71.06239957)"
120434099,DVIP  ,"(42.31576135, -71.06645456)"
120435402,BEMVRT,"(42.35402634, -71.07683455)"
120434368,IVPER ,"(42.38263134, -71.04027957)"
120434600,IVMV  ,"(42.35540135, -71.05803957)"
120434134,SSTOP ,"(42.38263134, -71.04027957)"
120434153,ABIP  ,"(42.31700135, -71.06508957)"
120434291,INVEST,"(42.32351135, -71.07816455)"
120434113,FDPROP,"(42.34959135, -71.07584956)"
120438694,INVEST,"(42.30207637, -71.06576958)"
120434136,TSTOP ,"(42.25964137, -71.12008955)"
120434174,DISTRB,"(42.37767134, -71.05458456)"
120439981,HITRUN,"(42.34289281, -71.15810671)"
120434224,FIREB ,"(42.30745053, -71.1163492)"
120434210,FIGHT ,"(42.34449635, -71.09799455)"
120434214,MVPED2,"(42.33415135, -71.09564455)"
120434177,FIREB ,"(42.31113135, -71.08675955)"
120436388,SSTOP ,"(42.32568692, -71.08221222)"
120434239,MVAINJ,"(42.38310134, -71.02120958)"
120434288,IVPER ,"(42.35006135, -71.07737956)"
120434403,DISTRB,"(42.34813135, -71.08448455)"
120434295,IVPER ,"(42.38355134, -71.01770458)"
120434299,SHOT  ,"(42.29440136, -71.07810956)"
120434303,EDP2  ,"(42.34178703, -71.14780968)"
120434321,IVPER ,"(42.30573779, -71.10936824)"
120460224,LARCRT,"(42.26301636, -71.10760455)"
120434329,PKNIFE,"(42.30661328, -71.08584104)"
120434348,LARCIP,"(42.24347137, -71.13338454)"
120434336,MEET  ,"(42.28537261, -71.0835041)"
120434283,ABRPT ,"(42.34924634, -71.06378456)"
120434378,DVIP  ,"(42.36584664, -71.065539)"
120434391,IVMV  ,"(0.0, 0.0)"
120434400,SHOTS ,"(0.0, 0.0)"
120434404,MVPED2,"(42.29603766, -71.086692)"
120434628,HITRUN,"(42.37930134, -71.03533958)"
120440486,VANRPT,"(0.0, 0.0)"
120440835,VANRPT,"(42.29840138, -71.06817959)"
120435792,BEMVRT,"(42.34885635, -71.08964455)"
120434465,MVPED2,"(42.35248135, -71.06114957)"
120434505,CD35  ,"(42.35348634, -71.04814457)"
120436228,LARCRT,"(42.28229136, -71.05777957)"
120434476,PKNIFE,"(42.32849135, -71.08086956)"
120434562,VANIP ,"(42.31629339, -71.06864178)"
120434583,IVPER ,"(42.28780636, -71.15240953)"
120436262,IVPER ,"(42.29936636, -71.06978457)"
120434596,CARST ,"(42.27353589, -71.07003285)"
120434599,IVPREM,"(42.27302871, -71.06981192)"
120434607,REQP  ,"(42.31126136, -71.07002957)"
120435686,BEMVRT,"(42.35513698, -71.12675071)"
120434682,BERPT ,"(42.2960216, -71.05299667)"
120434662,TSTOP ,"(42.32162135, -71.09200455)"
120434687,THREAT,"(42.32220635, -71.08208955)"
120434885,THREAT,"(42.28811636, -71.08416956)"
120435655,IVPER ,"(42.34885635, -71.08964455)"
120438166,LSTPRP,"(42.35713743, -71.05294636)"
120435258,BEMVRT,"(42.34452135, -71.08122955)"
120434706,DVIP  ,"(42.31341136, -71.09349954)"
120434702,FDPROP,"(42.36765134, -71.03710456)"
120434721,MVA   ,"(42.30449824, -71.07299484)"
120434726,LARCIP,"(42.29693118, -71.06112346)"
120434734,DKDIST,"(42.33639635, -71.04115457)"
120432520,ARREST,"(42.37866634, -71.02751959)"
120434767,IVPER ,"(42.34491393, -71.09641336)"
120434771,MVAINJ,"(42.32926135, -71.06063957)"
120435635,STOLMV,"(42.33325635, -71.10746955)"
120480097,LARCRT,"(42.3778932, -71.05845334)"
120435528,HITRUN,"(42.25313136, -71.13171954)"
120436004,BEMVRT,"(42.37553634, -71.06269956)"
120555288,MISCRP,"(42.28314467, -71.08068081)"
120435574,MISC  ,"(0.0, 0.0)"
120434777,FIGHT ,"(42.29784135, -71.06333956)"
120434913,LARCRT,"(42.28025592, -71.08231276)"
120435363,BEMVRT,"(42.34620135, -71.08564955)"
120434861,RECMV ,"(42.29227136, -71.11627955)"
120434874,ARREST,"(42.30901619, -71.05810831)"
120434898,CD35  ,"(42.30901619, -71.05810831)"
120436964,ABRPT ,"(42.34904135, -71.15230453)"
120434894,ARREST,"(42.34716136, -71.09599455)"
120434940,ARREST,"(0.0, 0.0)"
120434902,CD19IV,"(42.27963636, -71.09332455)"
120436082,LSTPRP,"(42.35146135, -71.06280957)"
120436184,VANRPT,"(42.38417634, -71.01603458)"
120437506,LARCRT,"(42.34969134, -71.06520956)"
120438221,BEMVRT,"(42.34922135, -71.08948955)"
120439007,BEMVRT,"(42.34671135, -71.08008456)"
120435934,STOLMV,"(42.31586601, -71.08511121)"
120437779,HARPT ,"(42.32005128, -71.08407071)"
120435456,STOLEN,"(42.29223136, -71.08946955)"
120437785,LARCRT,"(42.36993634, -71.03908457)"
120435004,ARMROB,"(42.34197135, -71.09651955)"
120435011,BERPT ,"(42.28245637, -71.06981457)"
120434980,PARTY ,"(42.29207136, -71.07633956)"
120435040,ABIP  ,"(42.31700135, -71.06508957)"
120435047,FIGHT ,"(42.30670136, -71.06650957)"
120435062,REQP  ,"(42.33151135, -71.07083456)"
120442882,LARCRT,"(42.35081634, -71.06719956)"
120435066,IVPER ,"(42.28272129, -71.11884326)"
120435896,VANRPT,"(42.35100135, -71.04393957)"
120435051,MVA   ,"(42.30871136, -71.06140957)"
120435041,FIGHT ,"(42.33599135, -71.07765956)"
120435101,IVPER ,"(42.34969134, -71.06520956)"
120437210,BEMVRT,"(42.34990135, -71.08620956)"
120438991,LSTPRP,"(42.34941135, -71.08314456)"
120435648,IVPER ,"(0.0, 0.0)"
120435153,TSTOP ,"(42.28160779, -71.15793171)"
120435163,MVA   ,"(42.27936137, -71.07662457)"
120435166,TSTOP ,"(0.0, 0.0)"
120435158,CD35  ,"(42.31160635, -71.08094456)"
120435178,MVANO ,"(42.33593135, -71.08008956)"
120435257,ARREST,"(42.2468332, -71.12405003)"
120435984,THREAT,"(42.29413635, -71.07193956)"
120435207,REQP  ,"(42.36451085, -71.05271985)"
120435372,VANRPT,"(42.27656151, -71.08227989)"
120435612,LARCRT,"(42.30646135, -71.06676956)"
120460964,SEXOFF,"(42.35182135, -71.12087954)"
120436573,ROBRPT,"(42.34607829, -71.0693661)"
120435225,REQPE ,"(42.35103135, -71.06489957)"
120435268,UNK   ,"(42.28295636, -71.08194955)"
120435271,IVPER ,"(42.28337873, -71.07390146)"
120435298,TSTOP ,"(0.0, 0.0)"
120435297,FDCHLD,"(42.34258135, -71.07418456)"
120435307,VANIP ,"(42.32370135, -71.09568455)"
120437760,LARCRT,"(42.32540686, -71.0880266)"
120435828,HARPT ,"(42.34081605, -71.16017346)"
120436229,IVPER ,"(42.34146135, -71.07471956)"
120435338,HITRUN,"(42.31442086, -71.08992529)"
120435355,HITRUN,"(42.30737635, -71.11264955)"
120439533,PARTY ,"(42.31759245, -71.0400345)"
120435939,LARCRT,"(42.36293134, -71.05181456)"
120435361,MVADD ,"(42.37901634, -71.03921957)"
120435405,LARCIP,"(42.35126135, -71.15214453)"
120435359,REQPE ,"(42.37940134, -71.03923957)"
120436310,IVDRUG,"(42.36164815, -71.05998657)"
120435378,ARREST,"(42.26457637, -71.10170955)"
120530316,LSTPRP,"(42.31614135, -71.09903954)"
120437122,ABRPT ,"(42.29257136, -71.12106454)"
120435417,FIREB ,"(42.28443136, -71.14117955)"
120435388,HITRUN,"(42.28596978, -71.12018315)"
120435389,ILLPRK,"(42.34941135, -71.08314456)"
120435437,THREAT,"(42.31961257, -71.08944351)"
120435436,IVDRUG,"(42.25849636, -71.16056453)"
120443298,BEMVRT,"(42.37476134, -71.06602956)"
120498076,LARCRT,"(42.35392804, -71.14013405)"
120585460,IVPER ,"(42.33046135, -71.07441456)"
130284893,LARCRT,"(42.34091972, -71.0688622)"
120437547,BERPT ,"(42.30625209, -71.07803327)"
120435471,IVMV  ,"(42.36660135, -71.05652957)"
120435507,INVEST,"(42.34130529, -71.0547108)"
120435486,VANRPT,"(42.28675136, -71.04483457)"
120436541,MVANO ,"(42.28721136, -71.07034957)"
120435505,PERGUN,"(42.29271136, -71.05884457)"
120435511,IVPER ,"(0.0, 0.0)"
120435644,INJOFF,"(42.29271136, -71.05884457)"
120435517,CARST ,"(42.32422656, -71.07757817)"
120440041,VANRPT,"(42.34024135, -71.14796453)"
120435542,IVMV  ,"(42.30313229, -71.08581309)"
120435539,IVPER ,"(42.34941135, -71.08314456)"
120435544,MVPED1,"(42.27970636, -71.11834954)"
120435571,IVPER ,"(42.3462135, -71.07547022)"
120436216,LARCRT,"(42.35075635, -71.07485456)"
120627981,LARCRT,"(42.33399593, -71.07639912)"
120435810,BERPTA,"(42.30904635, -71.06509956)"
120435586,ILLPRK,"(42.35110135, -71.07544956)"
120435623,TSTOP ,"(42.35168135, -71.12518954)"
120435742,MISPER,"(42.2714674, -71.07566757)"
120436140,BEMVRT,"(42.34643635, -71.10040954)"
120437286,MISPER,"(42.31387556, -71.06380408)"
120452518,IVPER ,"(0.0, 0.0)"
120598774,BERPT ,"(42.30567636, -71.06012957)"
120437453,LARCRT,"(42.33855135, -71.07331955)"
120504819,IVPREM,"(42.37913134, -71.06683956)"
120435662,VANRPT,"(42.27650306, -71.1725115)"
120435610,IVPER ,"(42.32037135, -71.10010455)"
120435698,MVBLDR,"(42.29536636, -71.07421456)"
120435926,HITRUN,"(42.34305953, -71.1417215)"
120435685,TRANSP,"(42.35201634, -71.06464956)"
120436708,IVMV  ,"(42.28525136, -71.06442956)"
120435755,VANRPT,"(42.29476483, -71.08204862)"
120435757,IVPER ,"(42.36122634, -71.06573956)"
120435980,STOLMV,"(42.35358635, -71.13767954)"
120435778,ARREST,"(42.32104128, -71.07209693)"
120435843,MVPED2,"(42.30483531, -71.08464576)"
120435878,AOD   ,"(0.0, 0.0)"
120435859,IVPER ,"(42.28418782, -71.07156968)"
120435883,HITRUN,"(42.31442086, -71.08992529)"
120435891,ALARMR,"(42.33450635, -71.05412456)"
120435985,MSNCOM,"(42.29738636, -71.13155454)"
120435940,LANTEN,"(42.28424009, -71.09660595)"
120436066,BEMVRT,"(42.32434136, -71.11467955)"
120435928,SHPLFT,"(42.36115668, -71.06254825)"
120435992,LARCRT,"(42.34772635, -71.15343453)"
120435994,IVPER ,"(42.28874136, -71.08380956)"
120442201,LARCRT,"(42.35030135, -71.08469956)"
120438420,HITRUN,"(42.29989136, -71.06425457)"
120435971,ARREST,"(42.33325635, -71.07289955)"
120436368,FDWEAP,"(42.30251366, -71.08330344)"
120435995,MVANO ,"(42.32168135, -71.05680957)"
120436008,IVPER ,"(42.29002012, -71.08270517)"
120437497,LARCRT,"(42.35540135, -71.06046957)"
120436169,HARPT ,"(42.28446043, -71.08090735)"
120436380,IVDRUG,"(42.33950635, -71.06938956)"
120442668,VANRPT,"(42.34091972, -71.0688622)"
120443101,LARCRT,"(42.34593635, -71.07166956)"
120436336,BEMVRT,"(42.34712894, -71.0852332)"
120443693,LARCRT,"(42.34190135, -71.08714955)"
120436068,HITRUN,"(42.33040135, -71.03727457)"
120437200,BERPT ,"(42.35603404, -71.16392639)"
120436100,MEET  ,"(42.34870134, -71.07425456)"
120436111,IVPER ,"(42.30517136, -71.06837957)"
120436195,IVDRUG,"(42.32598135, -71.05687957)"
120436203,TRACK ,"(42.31921571, -71.07021296)"
120436248,MVAINJ,"(42.29021136, -71.07160956)"
120437223,VANRPT,"(42.38094134, -71.04028457)"
120437369,VANRPT,"(42.37866634, -71.02751959)"
120436178,IVPER ,"(42.36721134, -71.05367456)"
120437370,VANRPT,"(42.37866634, -71.02751959)"
120436139,LARCIP,"(42.33813135, -71.07463956)"
120436145,IVPER ,"(42.37063134, -71.04390957)"
120439945,ABRPT ,"(42.30840136, -71.08837956)"
120436221,IVPER ,"(42.35160304, -71.1190792)"
120436143,TSTOP ,"(42.28516137, -71.12610955)"
120436147,FIREB ,"(42.35318635, -71.07266456)"
120436163,ARREST,"(42.30750136, -71.08904956)"
120436181,ARREST,"(42.30671655, -71.07713751)"
120436180,LARCRT,"(42.35280555, -71.15989171)"
120436192,ARREST,"(42.31562136, -71.09846955)"
120615521,LARCRT,"(42.35081682, -71.05637359)"
120436423,BEMVRT,"(42.29931136, -71.04596458)"
120436560,LARCRT,"(42.35322135, -71.06253957)"
120436253,ARREST,"(42.35010135, -71.05976957)"
120436251,MVANO ,"(42.25591637, -71.12316455)"
120436243,BERPT ,"(42.31271135, -71.11231455)"
120436247,STAB  ,"(42.37648634, -71.03477458)"
120442555,MVARPT,"(42.31928665, -71.05031349)"
120436254,ARREST,"(42.32973635, -71.08325955)"
120441905,IVMV  ,"(42.33503135, -71.08240455)"
120438885,BEMVRT,"(42.33747635, -71.06999455)"
120436256,VIORDR,"(42.27479636, -71.09883957)"
120436208,THREAT,"(42.34891134, -71.08155955)"
120436296,IVPER ,"(42.35511135, -71.06333956)"
120436384,LARCIP,"(42.33193579, -71.09381871)"
120436329,HAZMAT,"(0.0, 0.0)"
120436349,MVPED2,"(42.31893135, -71.05417456)"
120436185,ILLPRK,"(42.34904635, -71.08104955)"
120436353,ARREST,"(42.30926958, -71.0787186)"
120436362,LARCRT,"(42.33275135, -71.03327457)"
120437807,LARCRT,"(42.32543556, -71.06387302)"
120440973,BEMVRT,"(42.37522134, -71.06007956)"
120436365,IVPER ,"(42.33614135, -71.08162456)"
120436897,VANRPT,"(42.34597135, -71.09567455)"
120436395,GANG  ,"(42.35548239, -71.13729626)"
120436572,LARCRT,"(42.29587136, -71.06852957)"
120440966,BEMVRT,"(42.29092455, -71.11373026)"
120461497,LARCRT,"(0.0, 0.0)"
120473496,LSTPRP,"(42.29172136, -71.11969454)"
120437342,STOLMV,"(42.30718597, -71.06247956)"
120436649,LARCRT,"(42.30356135, -71.07866456)"
120437637,STOLEN,"(42.29329136, -71.05965457)"
120450136,HITRUN,"(42.34083135, -71.15376953)"
120436459,MVA   ,"(42.30052136, -71.06494457)"
120436489,NIDV  ,"(42.33033635, -71.05759956)"
120436485,ROBRPT,"(42.32102717, -71.06385596)"
120436403,MISPER,"(42.33727597, -71.07922012)"
120436503,ARREST,"(42.34395135, -71.06592957)"
120436466,RECMVO,"(42.34737676, -71.13530302)"
120438530,TRESPS,"(42.31601635, -71.10743455)"
120436588,BERPT ,"(42.33550972, -71.0428945)"
120436592,DKDIST,"(0.0, 0.0)"
120437280,LARCRT,"(42.34330135, -71.06965956)"
120437969,BEMVRT,"(42.34258135, -71.07418456)"
120438630,INVEST,"(42.36906865, -71.03840847)"
120440528,LSTPRP,"(42.33184135, -71.02910958)"
120436990,MISPER,"(42.35505634, -71.06084456)"
120437314,STOLMV,"(42.28880888, -71.15093473)"
120436565,PERGUN,"(42.28071137, -71.07712957)"
120436586,UNCONS,"(42.28084619, -71.11892631)"
120436757,THREAT,"(42.2701477, -71.17174486)"
120436619,DVIP  ,"(42.33573135, -71.02972957)"
120436623,ROBIP ,"(42.31972341, -71.1084199)"
120437196,VANRPT,"(42.35289135, -71.13667453)"
120438070,STOLMV,"(42.29095636, -71.07590956)"
120436696,ABRPT ,"(42.29240636, -71.07320957)"
120436648,SHOTS ,"(42.28885136, -71.07738455)"
120436681,HITRUN,"(42.28588399, -71.07813292)"
120436666,ROBIP ,"(42.35257134, -71.05529956)"
120436668,THREAT,"(42.32289635, -71.10209955)"
120437545,HITRUN,"(42.29336636, -71.11920455)"
120442583,LARCRT,"(42.37526134, -71.05331956)"
120448091,LSTPRP,"(42.35186135, -71.07067956)"
120437368,VANRPT,"(42.37866634, -71.02751959)"
120436751,LARCRT,"(42.25416637, -71.13348954)"
120438778,LARCRT,"(42.34935135, -71.06755456)"
120436715,UNK   ,"(42.28642636, -71.07163456)"
120441110,VANRPT,"(42.37720134, -71.02922457)"
120439149,STOLEN,"(42.35039089, -71.06598003)"
120437875,LSTPRP,"(42.30018135, -71.07473439)"
120436745,HITRUN,"(42.30887136, -71.10248955)"
120438011,LARCRT,"(42.35075635, -71.07485456)"
120436753,DVIP  ,"(42.26850953, -71.12883588)"
120436769,MVAINJ,"(42.38490247, -71.00185883)"
120438174,THREAT,"(42.33920635, -71.07202956)"
120439115,INVEST,"(42.37720134, -71.02922457)"
120436863,THREAT,"(42.37173634, -71.03664957)"
120442160,STOLMV,"(42.36102634, -71.05695456)"
120436662,LARCRT,"(42.34991057, -71.07018465)"
120436792,MVA   ,"(42.31605135, -71.06434957)"
120438654,IVPER ,"(42.29892545, -71.07692328)"
120436805,MVPED1,"(42.31160635, -71.08094456)"
120436806,FIGHT ,"(42.32538828, -71.10287429)"
120436809,ALARMC,"(42.33722135, -71.08415455)"
120436820,MVANO ,"(42.36090135, -71.05280957)"
120437469,STOLMV,"(42.35051635, -71.14839453)"
120440731,HARPT ,"(42.33721135, -71.07600456)"
120464389,LARCRT,"(42.2907686, -71.09157856)"
120436818,CD14  ,"(0.0, 0.0)"
120436851,VIORDR,"(42.32917135, -71.09293955)"
120438576,LARCRT,"(42.38061134, -71.02563457)"
120438171,LSTPRP,"(42.31902136, -71.08147956)"
120436883,LARCIP,"(42.35013134, -71.07714456)"
120438637,BEMVRT,"(42.24983637, -71.11069455)"
120438594,BEMVRT,"(42.24983637, -71.11069455)"
120436898,TSTOP ,"(42.27511163, -71.14091941)"
120436886,ARMROB,"(42.38197634, -71.03476457)"
120437138,INJOFF,"(42.34264135, -71.07916956)"
120436925,BEIP  ,"(42.37625134, -71.03443958)"
120437023,ABRPT ,"(42.36118135, -71.06287957)"
120436905,ARREST,"(42.28946753, -71.07280476)"
120436961,EDP2  ,"(42.29378636, -71.07002457)"
120440895,INVCHD,"(42.30637301, -71.0843636)"
120437079,MVANO ,"(0.0, 0.0)"
120437048,ALARMC,"(42.28709397, -71.12935328)"
120437059,BEIP  ,"(42.33995198, -71.15046934)"
120437063,CARST ,"(42.30810636, -71.07694955)"
120437067,PSHOT ,"(42.34665634, -71.06590956)"
120437149,PSHOT ,"(42.34687135, -71.06582957)"
120437148,PSHOT ,"(42.34687135, -71.06582957)"
120437007,THREAT,"(42.29040136, -71.07693456)"
120437080,EDP2  ,"(42.31037635, -71.06400456)"
120437087,SHOTS ,"(42.28206777, -71.07366504)"
120437118,MVAINJ,"(42.30018135, -71.07473439)"
120438096,LSTPRP,"(42.31220635, -71.11382954)"
120437111,INVEST,"(42.24747137, -71.11228955)"
120437144,UNK   ,"(42.37916134, -71.03163957)"
120437143,HITRUN,"(42.28709397, -71.12935328)"
120437147,HITRUN,"(42.28411916, -71.09789998)"
120437152,REQP  ,"(42.36460634, -71.02993457)"
120437169,MVAINJ,"(42.38415518, -71.07258799)"
120437206,BERPT ,"(42.36358939, -71.06417862)"
120441317,LARCRT,"(42.35086634, -71.06070956)"
120437190,UNK   ,"(42.32995779, -71.0536659)"
120437194,ARMROB,"(42.26959636, -71.09377455)"
120438864,IVDRUG,"(42.3286598, -71.08561842)"
120509002,LARCRT,"(42.34134135, -71.07891955)"
120442691,MISPER,"(42.31342368, -71.06343679)"
120438940,HARPT ,"(42.26322136, -71.10035954)"
120438810,IVPER ,"(42.35489134, -71.05755956)"
120437252,INVCHD,"(42.36707134, -71.03576957)"
120438364,STOLMV,"(42.32564135, -71.10534955)"
120437473,IVPER ,"(42.32929635, -71.06899456)"
120441128,VANRPT,"(42.34486192, -71.15216427)"
120493972,LARCRT,"(42.28196454, -71.08658896)"
120437295,MVPED2,"(42.34713135, -71.10327955)"
120438227,HITRUN,"(42.28709397, -71.12935328)"
120437204,FIREB ,"(42.35910635, -71.12636454)"
120437336,CARST ,"(42.32653429, -71.1114263)"
120437554,VANRPT,"(42.29470636, -71.07057957)"
120437345,DVIP  ,"(42.29726136, -71.05662957)"
120437363,INVEST,"(42.29469135, -71.05274956)"
120439818,LARCRT,"(42.34855863, -71.16259785)"
120437398,ARREST,"(42.35505634, -71.06084456)"
120440999,STOLMV,"(42.3098405, -71.10050736)"
